Date,Close
3/28/2019 16:00:00,32.87
3/29/2019 16:00:00,32.88
4/1/2019 16:00:00,33.44
4/2/2019 16:00:00,33.75
4/3/2019 16:00:00,34.38
4/4/2019 16:00:00,34.42
4/5/2019 16:00:00,34.72
4/8/2019 16:00:00,34.86
4/9/2019 16:00:00,35.14
4/10/2019 16:00:00,34.75
4/11/2019 16:00:00,34.58
4/12/2019 16:00:00,34.37
4/15/2019 16:00:00,34.71
4/16/2019 16:00:00,34.46
4/17/2019 16:00:00,34.48
4/18/2019 16:00:00,34.4
4/22/2019 16:00:00,34.39
4/23/2019 16:00:00,39.77
4/24/2019 16:00:00,39.29
4/25/2019 16:00:00,38.48
4/26/2019 16:00:00,38.67
4/29/2019 16:00:00,39.78
4/30/2019 16:00:00,39.91
5/1/2019 16:00:00,39.29
5/2/2019 16:00:00,39.95
5/3/2019 16:00:00,40.8
5/6/2019 16:00:00,40.23
5/7/2019 16:00:00,38.62
5/8/2019 16:00:00,38.58
5/9/2019 16:00:00,38.79
5/10/2019 16:00:00,38.45
5/13/2019 16:00:00,36.59
5/14/2019 16:00:00,36.93
5/15/2019 16:00:00,37.9
5/16/2019 16:00:00,38.3
5/17/2019 16:00:00,37.5
5/20/2019 16:00:00,37.15
5/21/2019 16:00:00,37.47
5/22/2019 16:00:00,38.58
5/23/2019 16:00:00,37.19
5/24/2019 16:00:00,37.41
5/28/2019 16:00:00,37.29
5/29/2019 16:00:00,36.85
5/30/2019 16:00:00,37.14
5/31/2019 16:00:00,36.44
6/3/2019 16:00:00,34.43
6/4/2019 16:00:00,36.1
6/5/2019 16:00:00,36.33
6/6/2019 16:00:00,36.59
6/7/2019 16:00:00,37.93
6/10/2019 16:00:00,37.64
6/11/2019 16:00:00,37.21
6/12/2019 16:00:00,37.49
6/13/2019 16:00:00,36.34
6/14/2019 16:00:00,36.15
6/17/2019 16:00:00,36.44
6/18/2019 16:00:00,36.65
6/19/2019 16:00:00,36.29
6/20/2019 16:00:00,35.44
6/21/2019 16:00:00,35.02
6/24/2019 16:00:00,35.58
6/25/2019 16:00:00,34.72
6/26/2019 16:00:00,35.22
6/27/2019 16:00:00,34.75
6/28/2019 16:00:00,34.9
7/1/2019 16:00:00,36.08
7/2/2019 16:00:00,36.22
7/3/2019 13:00:00,36.02
7/5/2019 16:00:00,36.25
7/8/2019 16:00:00,36.45
7/9/2019 16:00:00,37.65
7/10/2019 16:00:00,37.47
7/11/2019 16:00:00,37.21
7/12/2019 16:00:00,37.84
7/15/2019 16:00:00,38.68
7/16/2019 16:00:00,37.99
7/17/2019 16:00:00,37.7
7/18/2019 16:00:00,37.66
7/19/2019 16:00:00,36.77
7/22/2019 16:00:00,37.58
7/23/2019 16:00:00,37.9
7/24/2019 16:00:00,38.73
7/25/2019 16:00:00,38.12
7/26/2019 16:00:00,41.52
7/29/2019 16:00:00,41.5
7/30/2019 16:00:00,41
7/31/2019 16:00:00,42.31
8/1/2019 16:00:00,42.08
8/2/2019 16:00:00,42.85
8/5/2019 16:00:00,40.37
8/6/2019 16:00:00,41.32
8/7/2019 16:00:00,41.73
8/8/2019 16:00:00,42.07
8/9/2019 16:00:00,41.53
8/12/2019 16:00:00,40.48
8/13/2019 16:00:00,41.81
8/14/2019 16:00:00,40.65
8/15/2019 16:00:00,40.09
8/16/2019 16:00:00,40.58
8/19/2019 16:00:00,41.7
8/20/2019 16:00:00,42.29
8/21/2019 16:00:00,42.8
8/22/2019 16:00:00,42.18
8/23/2019 16:00:00,41
8/26/2019 16:00:00,41.44
8/27/2019 16:00:00,42.14
8/28/2019 16:00:00,41.68
8/29/2019 16:00:00,42.49
8/30/2019 16:00:00,42.65
9/3/2019 16:00:00,41.96
9/4/2019 16:00:00,43.36
9/5/2019 16:00:00,45.3
9/6/2019 16:00:00,45.42
9/9/2019 16:00:00,44.26
9/10/2019 16:00:00,43.25
9/11/2019 16:00:00,43.25
9/12/2019 16:00:00,43.2
9/13/2019 16:00:00,42.63
9/16/2019 16:00:00,42.76
9/17/2019 16:00:00,43.24
9/18/2019 16:00:00,43.24
9/19/2019 16:00:00,42.93
9/20/2019 16:00:00,43.23
9/23/2019 16:00:00,43.38
9/24/2019 16:00:00,41.42
9/25/2019 16:00:00,42.5
9/26/2019 16:00:00,42.44
9/27/2019 16:00:00,41.35
9/30/2019 16:00:00,41.2
10/1/2019 16:00:00,40.25
10/2/2019 16:00:00,39.7
10/3/2019 16:00:00,40
10/4/2019 16:00:00,40.36
10/7/2019 16:00:00,40.8
10/8/2019 16:00:00,39.7
10/9/2019 16:00:00,39.5
10/10/2019 16:00:00,39.54
10/11/2019 16:00:00,40.36
10/14/2019 16:00:00,39.78
10/15/2019 16:00:00,40.28
10/16/2019 16:00:00,39.91
10/17/2019 16:00:00,39.61
10/18/2019 16:00:00,38.99
10/21/2019 16:00:00,40.09
10/22/2019 16:00:00,38.81
10/23/2019 16:00:00,38.83
10/24/2019 16:00:00,30.75
10/25/2019 16:00:00,30.3
10/28/2019 16:00:00,30.06
10/29/2019 16:00:00,29.85
10/30/2019 16:00:00,29.86
10/31/2019 16:00:00,29.97
11/1/2019 16:00:00,29.62
11/4/2019 16:00:00,30.05
11/5/2019 16:00:00,29.81
11/6/2019 16:00:00,29.54
11/7/2019 16:00:00,29.05
11/8/2019 16:00:00,29.21
11/11/2019 16:00:00,29.34
11/12/2019 16:00:00,29.05
11/13/2019 16:00:00,29.08
11/14/2019 16:00:00,28.89
11/15/2019 16:00:00,29.25
11/18/2019 16:00:00,29.49
11/19/2019 16:00:00,29.44
11/20/2019 16:00:00,29.17
11/21/2019 16:00:00,29.79
11/22/2019 16:00:00,30.03
11/25/2019 16:00:00,30.54
11/26/2019 16:00:00,30.96
11/27/2019 16:00:00,31.17
11/29/2019 13:00:00,30.91
12/2/2019 16:00:00,30.42
12/3/2019 16:00:00,29.97
12/4/2019 16:00:00,30
12/5/2019 16:00:00,30.04
12/6/2019 16:00:00,30.19
12/9/2019 16:00:00,30.21
12/10/2019 16:00:00,29.84
12/11/2019 16:00:00,30.55
12/12/2019 16:00:00,30.3
12/13/2019 16:00:00,30.39
12/16/2019 16:00:00,30.97
12/17/2019 16:00:00,30.7
12/18/2019 16:00:00,31.68
12/19/2019 16:00:00,32.03
12/20/2019 16:00:00,32.13
12/23/2019 16:00:00,32.43
12/24/2019 13:00:00,32.5
12/26/2019 16:00:00,32.63
12/27/2019 16:00:00,32.55
12/30/2019 16:00:00,32.03
12/31/2019 16:00:00,32.05
1/2/2020 16:00:00,32.3
1/3/2020 16:00:00,31.52
1/6/2020 16:00:00,31.64
1/7/2020 16:00:00,32.54
1/8/2020 16:00:00,33.05
1/9/2020 16:00:00,33.22
1/10/2020 16:00:00,32.78
1/13/2020 16:00:00,32.69
1/14/2020 16:00:00,32.82
1/15/2020 16:00:00,33.23
1/16/2020 16:00:00,34.19
1/17/2020 16:00:00,34.22
1/21/2020 16:00:00,34.09
1/22/2020 16:00:00,34.02
1/23/2020 16:00:00,33.89
1/24/2020 16:00:00,33.19
1/27/2020 16:00:00,32.78
1/28/2020 16:00:00,33.42
1/29/2020 16:00:00,33.63
1/30/2020 16:00:00,33.22
1/31/2020 16:00:00,32.48
2/3/2020 16:00:00,33.07
2/4/2020 16:00:00,33.96
2/5/2020 16:00:00,33.39
2/6/2020 16:00:00,38.41
2/7/2020 16:00:00,37.03
2/10/2020 16:00:00,35.96
2/11/2020 16:00:00,35.65
2/12/2020 16:00:00,36.79
2/13/2020 16:00:00,37.16
2/14/2020 16:00:00,36.91
2/18/2020 16:00:00,38.06
2/19/2020 16:00:00,38.77
2/20/2020 16:00:00,39.05
2/21/2020 16:00:00,38.31
2/24/2020 16:00:00,35.89
2/25/2020 16:00:00,35.21
2/26/2020 16:00:00,34.63
2/27/2020 16:00:00,33.01
2/28/2020 16:00:00,33.2
3/2/2020 16:00:00,35.82
3/3/2020 16:00:00,34.93
3/4/2020 16:00:00,36
3/5/2020 16:00:00,34.97
3/6/2020 16:00:00,33.46
3/9/2020 16:00:00,32.46
3/10/2020 16:00:00,34.31
3/11/2020 16:00:00,31.3
3/12/2020 16:00:00,26.78
3/13/2020 16:00:00,29.29
3/16/2020 16:00:00,24.04
3/17/2020 16:00:00,24.48
3/18/2020 16:00:00,22
3/19/2020 16:00:00,24.13
3/20/2020 16:00:00,23.95
3/23/2020 16:00:00,24.69
3/24/2020 16:00:00,25.85
3/25/2020 16:00:00,25.97
3/26/2020 16:00:00,26.41
3/27/2020 16:00:00,25.29
3/30/2020 16:00:00,25.59
3/31/2020 16:00:00,24.56
4/1/2020 16:00:00,23.32
4/2/2020 16:00:00,23.02
4/3/2020 16:00:00,23.09
4/6/2020 16:00:00,24.93
4/7/2020 16:00:00,25.61
4/8/2020 16:00:00,27.86
4/9/2020 16:00:00,27.77
4/13/2020 16:00:00,27.21
4/14/2020 16:00:00,27.94
4/15/2020 16:00:00,27.51
4/16/2020 16:00:00,26.55
4/17/2020 16:00:00,26.7
4/20/2020 16:00:00,27.01
4/21/2020 16:00:00,25.75
4/22/2020 16:00:00,28.44
4/23/2020 16:00:00,27.86
4/24/2020 16:00:00,28.74
4/27/2020 16:00:00,30
4/28/2020 16:00:00,28.79
4/29/2020 16:00:00,31.09
4/30/2020 16:00:00,28.68
5/1/2020 16:00:00,27.84
5/4/2020 16:00:00,28.23
5/5/2020 16:00:00,28.07
5/6/2020 16:00:00,27.68
5/7/2020 16:00:00,28.77
5/8/2020 16:00:00,29.93
5/11/2020 16:00:00,29.69
5/12/2020 16:00:00,29.15
5/13/2020 16:00:00,28.13
5/14/2020 16:00:00,28.56
5/15/2020 16:00:00,29
5/18/2020 16:00:00,29.64
5/19/2020 16:00:00,29.88
5/20/2020 16:00:00,32.23
5/21/2020 16:00:00,32.34
5/22/2020 16:00:00,32.62
5/26/2020 16:00:00,34.01
5/27/2020 16:00:00,33.07
5/28/2020 16:00:00,31.6
5/29/2020 16:00:00,30.97
6/1/2020 16:00:00,31.89
6/2/2020 16:00:00,32.26
6/3/2020 16:00:00,34.88
6/4/2020 16:00:00,33.72
6/5/2020 16:00:00,34.87
6/8/2020 16:00:00,36.64
6/9/2020 16:00:00,35.92
6/10/2020 16:00:00,35.14
6/11/2020 16:00:00,33.03
6/12/2020 16:00:00,33.4
6/15/2020 16:00:00,34.11
6/16/2020 16:00:00,34.63
6/17/2020 16:00:00,34.34
6/18/2020 16:00:00,34.03
6/19/2020 16:00:00,33.41
6/22/2020 16:00:00,33.47
6/23/2020 16:00:00,32.91
6/24/2020 16:00:00,31.73
6/25/2020 16:00:00,31.37
6/26/2020 16:00:00,29.05
6/29/2020 16:00:00,29.49
6/30/2020 16:00:00,29.79
7/1/2020 16:00:00,30.81
7/2/2020 16:00:00,30.87
7/6/2020 16:00:00,32.34
7/7/2020 16:00:00,32.99
7/8/2020 16:00:00,35.41
7/9/2020 16:00:00,35.72
7/10/2020 16:00:00,35.4
7/13/2020 16:00:00,33.82
7/14/2020 16:00:00,34.38
7/15/2020 16:00:00,35.67
7/16/2020 16:00:00,35.28
7/17/2020 16:00:00,35.81
7/20/2020 16:00:00,37.06
7/21/2020 16:00:00,37.01
7/22/2020 16:00:00,36.94
7/23/2020 16:00:00,38.44
7/24/2020 16:00:00,37.54
7/27/2020 16:00:00,36.85
7/28/2020 16:00:00,36.61
7/29/2020 16:00:00,37.16
7/30/2020 16:00:00,36.72
7/31/2020 16:00:00,36.4
8/3/2020 16:00:00,36.39
8/4/2020 16:00:00,36.35
8/5/2020 16:00:00,36.79
8/6/2020 16:00:00,37.69
8/7/2020 16:00:00,37.14
8/10/2020 16:00:00,37.44
8/11/2020 16:00:00,37.28
8/12/2020 16:00:00,37.44
8/13/2020 16:00:00,37.82
8/14/2020 16:00:00,37.9
8/17/2020 16:00:00,37.97
8/18/2020 16:00:00,38.01
8/19/2020 16:00:00,38.89
8/20/2020 16:00:00,38.96
8/21/2020 16:00:00,39.26
8/24/2020 16:00:00,40.49
8/25/2020 16:00:00,40.55
8/26/2020 16:00:00,41.08
8/27/2020 16:00:00,40.39
8/28/2020 16:00:00,41.07
8/31/2020 16:00:00,40.58
9/1/2020 16:00:00,41.15
9/2/2020 16:00:00,43.67
9/3/2020 16:00:00,41.63
9/4/2020 16:00:00,39.87
9/8/2020 16:00:00,38.19
9/9/2020 16:00:00,39.56
9/10/2020 16:00:00,38.95
9/11/2020 16:00:00,38.93
9/14/2020 16:00:00,38.77
9/15/2020 16:00:00,39.09
9/16/2020 16:00:00,39.6
9/17/2020 16:00:00,39.35
9/18/2020 16:00:00,40.15
9/21/2020 16:00:00,39.9
9/22/2020 16:00:00,42.73
9/23/2020 16:00:00,45.33
9/24/2020 16:00:00,43.14
9/25/2020 16:00:00,43.84
9/28/2020 16:00:00,44.15
9/29/2020 16:00:00,44.74
9/30/2020 16:00:00,44.5
10/1/2020 16:00:00,46.7
10/2/2020 16:00:00,46.12
10/5/2020 16:00:00,47.31
10/6/2020 16:00:00,45.6
10/7/2020 16:00:00,45.87
10/8/2020 16:00:00,46.01
10/9/2020 16:00:00,45.9
10/12/2020 16:00:00,48.25
10/13/2020 16:00:00,47
10/14/2020 16:00:00,45.98
10/15/2020 16:00:00,46.03
10/16/2020 16:00:00,45.81
10/19/2020 16:00:00,45.82
10/20/2020 16:00:00,46.35
10/21/2020 16:00:00,50.24
10/22/2020 16:00:00,50.28
10/23/2020 16:00:00,50.44
10/26/2020 16:00:00,49
10/27/2020 16:00:00,51.27
10/28/2020 16:00:00,48.53
10/29/2020 16:00:00,52.43
10/30/2020 16:00:00,41.36
11/2/2020 16:00:00,39.47
11/3/2020 16:00:00,41.73
11/4/2020 16:00:00,42.76
11/5/2020 16:00:00,43.71
11/6/2020 16:00:00,43.12
11/9/2020 16:00:00,43.19
11/10/2020 16:00:00,42.41
11/11/2020 16:00:00,43.63
11/12/2020 16:00:00,42.81
11/13/2020 16:00:00,43.48
11/16/2020 16:00:00,42.73
11/17/2020 16:00:00,42.85
11/18/2020 16:00:00,43.33
11/19/2020 16:00:00,43.62
11/20/2020 16:00:00,44.68
11/23/2020 16:00:00,44.94
11/24/2020 16:00:00,45.23
11/25/2020 16:00:00,46.43
11/27/2020 13:00:00,46.59
11/30/2020 16:00:00,46.51
12/1/2020 16:00:00,46.67
12/2/2020 16:00:00,47.23
12/3/2020 16:00:00,47.79
12/4/2020 16:00:00,47.73
12/7/2020 16:00:00,47.9
12/8/2020 16:00:00,47.43
12/9/2020 16:00:00,47.23
12/10/2020 16:00:00,51.21
12/11/2020 16:00:00,51.44
12/14/2020 16:00:00,52.02
12/15/2020 16:00:00,52.82
12/16/2020 16:00:00,54.03
12/17/2020 16:00:00,54.63
12/18/2020 16:00:00,55.87
12/21/2020 16:00:00,54.64
12/22/2020 16:00:00,54.91
12/23/2020 16:00:00,54.3
12/24/2020 13:00:00,53.97
12/28/2020 16:00:00,54.43
12/29/2020 16:00:00,54.36
12/30/2020 16:00:00,54.33
12/31/2020 16:00:00,54.15
1/4/2021 16:00:00,54.53
1/5/2021 16:00:00,53.88
1/6/2021 16:00:00,53.26
1/7/2021 16:00:00,52.33
1/8/2021 16:00:00,51.48
1/11/2021 16:00:00,48.18
1/12/2021 16:00:00,47.04
1/13/2021 16:00:00,47.22
1/14/2021 16:00:00,45.79
1/15/2021 16:00:00,45.18
1/19/2021 16:00:00,45.93
1/20/2021 16:00:00,47.6
1/21/2021 16:00:00,47.12
1/22/2021 16:00:00,48.06
1/25/2021 16:00:00,47.84
1/26/2021 16:00:00,49.67
1/27/2021 16:00:00,48.19
1/28/2021 16:00:00,51.57
1/29/2021 16:00:00,50.53
2/1/2021 16:00:00,52.66
2/2/2021 16:00:00,54
2/3/2021 16:00:00,54.58
2/4/2021 16:00:00,56.51
2/5/2021 16:00:00,56.78
2/8/2021 16:00:00,58.2
2/9/2021 16:00:00,59.87
2/10/2021 16:00:00,67.77
2/11/2021 16:00:00,68.56
2/12/2021 16:00:00,71.9
2/16/2021 16:00:00,73.96
2/17/2021 16:00:00,71.79
2/18/2021 16:00:00,72.26
2/19/2021 16:00:00,72.28
2/22/2021 16:00:00,70.49
2/23/2021 16:00:00,73.17
2/24/2021 16:00:00,71.92
2/25/2021 16:00:00,74.59
2/26/2021 16:00:00,77.06
3/1/2021 16:00:00,77.63
3/2/2021 16:00:00,73.67
3/3/2021 16:00:00,70.86
3/4/2021 16:00:00,66.75
3/5/2021 16:00:00,66.95
3/8/2021 16:00:00,63.48
3/9/2021 16:00:00,67.52
3/10/2021 16:00:00,64.83
3/11/2021 16:00:00,68.46
3/12/2021 16:00:00,68.1
3/15/2021 16:00:00,70.28
3/16/2021 16:00:00,69.25
3/17/2021 16:00:00,70.2
3/18/2021 16:00:00,66.72
3/19/2021 16:00:00,66.23
3/22/2021 16:00:00,65.21
3/23/2021 16:00:00,64.27
3/24/2021 16:00:00,62.06
3/25/2021 16:00:00,61.2
3/26/2021 16:00:00,61.26
3/29/2021 16:00:00,62.94
3/30/2021 16:00:00,62.99
3/31/2021 16:00:00,63.63
4/1/2021 16:00:00,63.83
4/5/2021 16:00:00,64.24
4/6/2021 16:00:00,67
4/7/2021 16:00:00,68.99
4/8/2021 16:00:00,71.22
4/9/2021 16:00:00,71.19
4/12/2021 16:00:00,70.86
4/13/2021 16:00:00,72.45
4/14/2021 16:00:00,69.74
4/15/2021 16:00:00,71.71
4/16/2021 16:00:00,70.12
4/19/2021 16:00:00,67.94
4/20/2021 16:00:00,65.7
4/21/2021 16:00:00,67.33
4/22/2021 16:00:00,64.31
4/23/2021 16:00:00,67.02
4/26/2021 16:00:00,66.72
4/27/2021 16:00:00,66.01
4/28/2021 16:00:00,65.7
4/29/2021 16:00:00,65.09
4/30/2021 16:00:00,55.22
5/3/2021 16:00:00,54.58
5/4/2021 16:00:00,54.4
5/5/2021 16:00:00,53.56
5/6/2021 16:00:00,53.81
5/7/2021 16:00:00,53.79
5/10/2021 16:00:00,51.81
5/11/2021 16:00:00,52.88
5/12/2021 16:00:00,50.7
5/13/2021 16:00:00,50.11
5/14/2021 16:00:00,51.73
5/17/2021 16:00:00,52.6
5/18/2021 16:00:00,53.19
5/19/2021 16:00:00,52.92
5/20/2021 16:00:00,54.71
5/21/2021 16:00:00,54.45
5/24/2021 16:00:00,57.06
5/25/2021 16:00:00,57
5/26/2021 16:00:00,57.85
5/27/2021 16:00:00,58.08
5/28/2021 16:00:00,58
6/1/2021 16:00:00,57.44
6/2/2021 16:00:00,57.16
6/3/2021 16:00:00,57.01
6/4/2021 16:00:00,59
6/7/2021 16:00:00,59.63
6/8/2021 16:00:00,58.81
6/9/2021 16:00:00,59.71
6/10/2021 16:00:00,60.3
6/11/2021 16:00:00,60.5
6/14/2021 16:00:00,60.83
6/15/2021 16:00:00,60.23
6/16/2021 16:00:00,59.93
6/17/2021 16:00:00,60.71
6/18/2021 16:00:00,60.85
6/21/2021 16:00:00,61.96
6/22/2021 16:00:00,63.78
6/23/2021 16:00:00,66.49
6/24/2021 16:00:00,68.25
6/25/2021 16:00:00,67.93
6/28/2021 16:00:00,68.29
6/29/2021 16:00:00,69
6/30/2021 16:00:00,68.81
7/1/2021 16:00:00,68.11
7/2/2021 16:00:00,69.2
7/6/2021 16:00:00,70.21
7/7/2021 16:00:00,68.76
7/8/2021 16:00:00,66.83
7/9/2021 16:00:00,68.97
7/12/2021 16:00:00,69.86
7/13/2021 16:00:00,69.6
7/14/2021 16:00:00,70.27
7/15/2021 16:00:00,68.07
7/16/2021 16:00:00,66.41
7/19/2021 16:00:00,66.02
7/20/2021 16:00:00,67.94
7/21/2021 16:00:00,69.54
7/22/2021 16:00:00,69.57
7/23/2021 16:00:00,71.69
7/26/2021 16:00:00,68.69
7/27/2021 16:00:00,68.33
7/28/2021 16:00:00,69.96
7/29/2021 16:00:00,70.37
7/30/2021 16:00:00,69.75
8/2/2021 16:00:00,69.13
8/3/2021 16:00:00,68.63
8/4/2021 16:00:00,68.7
8/5/2021 16:00:00,69.28
8/6/2021 16:00:00,67.37
8/9/2021 16:00:00,67.01
8/10/2021 16:00:00,65.68
8/11/2021 16:00:00,65.46
8/12/2021 16:00:00,64.95
8/13/2021 16:00:00,64.82
8/16/2021 16:00:00,63.78
8/17/2021 16:00:00,62.88
8/18/2021 16:00:00,62.12
8/19/2021 16:00:00,62.05
8/20/2021 16:00:00,62.52
8/23/2021 16:00:00,64.13
8/24/2021 16:00:00,63.98
8/25/2021 16:00:00,64.17
8/26/2021 16:00:00,62.61
8/27/2021 16:00:00,63.43
8/30/2021 16:00:00,64.7
8/31/2021 16:00:00,64.5
9/1/2021 16:00:00,65.55
9/2/2021 16:00:00,64.6
9/3/2021 16:00:00,64.66
9/7/2021 16:00:00,64.98
9/8/2021 16:00:00,62.27
9/9/2021 16:00:00,62.46
9/10/2021 16:00:00,61.56
9/13/2021 16:00:00,59.66
9/14/2021 16:00:00,60.19
9/15/2021 16:00:00,61.84
9/16/2021 16:00:00,62.29
9/17/2021 16:00:00,62.47
9/20/2021 16:00:00,60.95
9/21/2021 16:00:00,62.78
9/22/2021 16:00:00,64.25
9/23/2021 16:00:00,66.69
9/24/2021 16:00:00,67.22
9/27/2021 16:00:00,65.37
9/28/2021 16:00:00,62.45
9/29/2021 16:00:00,60.07
9/30/2021 16:00:00,60.39
10/1/2021 16:00:00,61.98
10/4/2021 16:00:00,58.39
10/5/2021 16:00:00,59.86
10/6/2021 16:00:00,61.29
10/7/2021 16:00:00,63.97
10/8/2021 16:00:00,63.68
10/11/2021 16:00:00,62.1
10/12/2021 16:00:00,61.45
10/13/2021 16:00:00,62.2
10/14/2021 16:00:00,63.17
10/15/2021 16:00:00,62.77
10/18/2021 16:00:00,64.84
10/19/2021 16:00:00,66.11
10/20/2021 16:00:00,65.8
10/21/2021 16:00:00,65.4
10/22/2021 16:00:00,62.24
10/25/2021 16:00:00,62.11
10/26/2021 16:00:00,61.43
10/27/2021 16:00:00,54.81
10/28/2021 16:00:00,54.29
10/29/2021 16:00:00,53.54
11/1/2021 16:00:00,55.11
11/2/2021 16:00:00,53.99
11/3/2021 16:00:00,54.53
11/4/2021 16:00:00,53.68
11/5/2021 16:00:00,53.15
11/8/2021 16:00:00,54.08
11/9/2021 16:00:00,53.7
11/10/2021 16:00:00,52.33
11/11/2021 16:00:00,51.98
11/12/2021 16:00:00,52.25
11/15/2021 16:00:00,52.95
11/16/2021 16:00:00,52.11
11/17/2021 16:00:00,50.61
11/18/2021 16:00:00,48.6
11/19/2021 16:00:00,48.4
11/22/2021 16:00:00,47.31
11/23/2021 16:00:00,47.14
11/24/2021 16:00:00,47.52
11/26/2021 13:00:00,47.07
11/29/2021 16:00:00,45.78
11/30/2021 16:00:00,43.94
12/1/2021 16:00:00,42.82
12/2/2021 16:00:00,42.65
12/3/2021 16:00:00,42.07
12/6/2021 16:00:00,44.47
12/7/2021 16:00:00,44.46
12/8/2021 16:00:00,45.72
12/9/2021 16:00:00,46.46
12/10/2021 16:00:00,45.56
12/13/2021 16:00:00,44.6
12/14/2021 16:00:00,44.35
12/15/2021 16:00:00,44.07
12/16/2021 16:00:00,43.13
12/17/2021 16:00:00,43.07
12/20/2021 16:00:00,42.98
12/21/2021 16:00:00,44.36
12/22/2021 16:00:00,43.9
12/23/2021 16:00:00,44.16
12/27/2021 16:00:00,44.33
12/28/2021 16:00:00,43.43
12/29/2021 16:00:00,42.76
12/30/2021 16:00:00,44.46
